dataset,generation,adaptive_mean,adaptive_std,naive_mean,naive_std
3,24,5.4,2.65329983228432,4.8,1.7204650534085255
3,25,4.4,2.33238075793812,5.2,1.6
3,26,6.8,0.9797958971132712,5.6,2.4166091947189146
3,27,5.4,0.48989794855663565,5.8,2.4819347291981715
3,28,3.8,0.9797958971132712,4.8,2.785677655436824
3,29,3.6,2.0591260281974,6.0,1.0954451150103321
3,30,3.8,0.39999999999999997,4.6,2.4166091947189146
3,31,4.0,2.449489742783178,4.6,0.7999999999999999
3,32,3.4,1.624807680927192,4.4,2.5768197453450252
3,33,5.4,2.939387691339814,4.8,2.3151673805580453
3,34,3.6,2.7276363393971716,4.6,2.4166091947189146
3,35,3.6,1.624807680927192,4.4,2.4166091947189146
3,36,5.0,2.3664319132398464,5.0,2.1908902300206643
3,37,2.8,1.469693845669907,5.2,0.9797958971132712
3,38,3.4,3.0724582991474434,3.8,2.1354156504062622
3,39,3.6,1.9595917942265426,4.6,1.3564659966250536
3,40,4.2,2.3151673805580453,4.4,1.8547236990991407
3,41,4.0,2.3664319132398464,4.4,1.7435595774162693
3,42,3.4,1.624807680927192,4.0,2.5298221281347035
3,43,4.4,1.4966629547095764,4.0,1.5491933384829668
3,44,4.2,0.7483314773547882,4.2,1.9390719429665317
3,45,5.0,2.5298221281347035,7.0,1.8973665961010275
3,46,5.4,1.2,5.0,3.03315017762062
3,47,3.2,2.785677655436824,4.6,1.8547236990991407
3,48,5.0,2.5298221281347035,5.8,0.9797958971132712
3,49,3.6,1.624807680927192,3.8,1.6
3,50,8.2,2.1354156504062622,6.2,3.4871191548325386
3,51,6.6,1.8547236990991407,4.8,2.7856776554368237
3,52,5.6,2.1540659228538015,4.6,1.0198039027185568
3,53,5.4,1.4966629547095764,4.6,2.939387691339814
3,54,4.6,3.0724582991474434,3.2,0.9797958971132712
3,55,4.2,1.469693845669907,4.0,1.0954451150103321
3,56,5.2,0.9797958971132712,5.0,2.280350850198276
3,57,4.6,2.727636339397171,4.6,1.3564659966250536
3,58,4.4,1.624807680927192,3.4,1.624807680927192
3,59,4.8,1.7204650534085253,4.2,1.7204650534085253
3,60,4.6,2.0591260281974,5.0,2.280350850198276
3,61,6.2,1.32664991614216,3.8,1.9390719429665317
3,62,3.2,2.039607805437114,4.0,2.0976176963403033
3,63,5.2,3.124099870362662,3.4,2.0591260281974
3,64,4.6,2.939387691339814,4.6,2.8
3,65,5.0,1.2649110640673518,3.8,2.1354156504062622
3,66,4.2,2.7856776554368237,3.6,2.154065922853802
3,67,5.4,2.727636339397171,4.8,2.3151673805580453
3,68,5.8,2.1354156504062622,6.2,3.54400902933387
3,69,4.0,2.1908902300206643,3.6,2.4166091947189146
3,70,4.0,2.8284271247461903,3.6,1.624807680927192
3,71,4.0,1.6733200530681511,3.6,1.2
3,72,3.6,1.3564659966250536,4.0,1.2649110640673518
3,73,5.6,3.3823069050575527,6.0,0.6324555320336759
3,74,5.0,1.8973665961010275,5.8,1.9390719429665317
3,75,5.8,2.6381811916545836,4.6,1.4966629547095764
3,76,4.8,1.16619037896906,6.4,2.9393876913398143
3,77,4.4,1.8547236990991407,4.8,1.7204650534085253
3,78,3.8,0.9797958971132712,5.6,2.1540659228538015
3,79,6.4,1.624807680927192,5.8,1.6
3,80,4.8,2.3151673805580453,6.0,1.4142135623730951
3,81,5.6,2.0591260281974,4.8,1.9390719429665317
3,82,3.8,2.7856776554368237,3.6,1.2000000000000002
3,83,7.4,3.3823069050575527,4.8,2.039607805437114
3,84,6.4,2.5768197453450252,5.4,2.244994432064365
3,85,5.6,2.0591260281974,3.8,1.6
3,86,5.8,2.7129319932501073,3.8,1.6
3,87,5.8,2.039607805437114,5.4,1.9595917942265424
3,88,5.4,2.4166091947189146,6.0,1.7888543819998317
3,89,6.0,1.2649110640673518,6.2,2.3151673805580453
3,90,6.6,2.244994432064365,5.8,1.9390719429665317
3,91,6.6,2.0591260281974,8.0,2.280350850198276
